country,year,government_health_expenditure,dpt_immunization,measles_immunization,infant_mortality_rate,malaria_prevalence,maternal_mortality_rate,nurses_midwives_density,physicians_density,tb_prevalence,under_5_mortality_rate,undernourished_population,infant_mortality_rate_risk_scaled,under_5_mortality_rate_risk_scaled,maternal_mortality_rate_risk_scaled,malaria_prevalence_risk_scaled,tb_prevalence_risk_scaled,undernourished_population_risk_scaled,health_risk_score,health_risk_level,government_health_expenditure_readiness_scaled,dpt_immunization_readiness_scaled,measles_immunization_readiness_scaled,nurses_midwives_density_readiness_scaled,physicians_density_readiness_scaled,readiness_score,readiness_level,priority_category,priority_rank
Philippines,2006,7.1,87.0,92.0,25.0,40.7,141.0,5.774,1.11,151.5,32.0,16.4,0.2755344418052256,0.3094736842105263,0.298728813559322,0.04956815621479535,0.027515351913084553,0.32664756446991405,21.45780020288113,Medium,0.004197994987468671,0.74,0.875,0.6756430868167204,0.5470953186689228,56.83872800946224,Medium,Moderate Priority,5
Philippines,2007,31.1,87.0,92.0,23.0,41.0,138.0,5.774,1.11,151.6,33.0,15.0,0.25178147268408546,0.31999999999999995,0.2923728813559322,0.04994367254975592,0.027538970240906943,0.28653295128939826,20.469499135334644,Medium,0.019235588972431078,0.74,0.875,0.6756430868167204,0.5470953186689228,57.13947988916149,Medium,Moderate Priority,5
Philippines,2008,34.1,87.0,92.0,24.5,26.2,135.0,5.774,1.11,273.1,34.0,13.8,0.26959619952494057,0.33052631578947367,0.2860169491525424,0.031418200025034426,0.05623523854511101,0.25214899713467054,20.43236500286288,Medium,0.02111528822055138,0.74,0.875,0.6756430868167204,0.5470953186689228,57.1770738741239,Medium,Moderate Priority,5
Philippines,2009,95.8,87.0,88.0,23.0,21.6,132.0,5.774,1.11,340.4,35.0,13.0,0.25178147268408546,0.34105263157894733,0.2796610169491525,0.02566028288897234,0.0721303731695796,0.22922636103151864,19.991868971704264,Medium,0.059774436090225556,0.74,0.8125,0.6756430868167204,0.5470953186689228,56.70025683151738,Medium,Moderate Priority,5
Philippines,2010,122.2,87.0,88.0,24.5,21.0,129.0,5.774,1.11,97.0,36.0,13.0,0.26959619952494057,0.35157894736842105,0.2733050847457627,0.024909250219051195,0.01464336324988191,0.22922636103151864,19.3876534356596,Medium,0.07631578947368421,0.74,0.8125,0.6756430868167204,0.5470953186689228,57.031083899186555,Medium,Moderate Priority,5
Philippines,2011,187.9,81.0,79.0,23.9,9.8,126.0,5.774,1.11,292.4,25.0,13.4,0.26247030878859856,0.23578947368421052,0.2669491525423729,0.010889973713856554,0.06079357581483231,0.24068767908309455,17.95966939378276,Medium,0.1174812030075188,0.6200000000000001,0.671875,0.6756430868167204,0.5470953186689228,52.64189216986323,Medium,Moderate Priority,5
Philippines,2012,215.4,86.0,85.0,27.0,9.8,123.0,5.774,1.11,461.0,25.0,13.9,0.2992874109263658,0.23578947368421052,0.260593220338983,0.010889973713856554,0.10061407652338214,0.2550143266475645,19.36980803057271,Medium,0.13471177944862156,0.72,0.765625,0.6756430868167204,0.5470953186689228,56.8615036986853,Medium,Moderate Priority,5
Philippines,2013,265.9,98.0,90.0,20.0,9.8,120.0,5.774,1.11,461.0,25.0,14.0,0.2161520190023753,0.23578947368421052,0.2542372881355932,0.010889973713856554,0.10061407652338214,0.2578796561604585,17.926041453664602,Medium,0.16635338345864661,0.96,0.84375,0.6756430868167204,0.5470953186689228,63.8568357788858,High,Controlled Risk,7
Philippines,2014,294.9,86.0,88.0,20.0,9.8,120.0,5.774,1.11,461.0,25.0,13.9,0.2161520190023753,0.23578947368421052,0.2542372881355932,0.010889973713856554,0.10061407652338214,0.2550143266475645,17.87828596178304,Medium,0.1845238095238095,0.72,0.8125,0.6756430868167204,0.5470953186689228,58.795244300189054,High,Controlled Risk,7
Singapore,2004,50.9,96.0,94.0,2.0,3.9,13.3,4.418,1.484,40.0,3.0,14.9,0.0023752969121140152,0.004210526315789474,0.028177966101694915,0.0035048191262986605,0.001180916391119509,0.2836676217765043,5.385285777058681,Low,0.031641604010025054,0.9199999999999999,0.90625,0.49397106109324757,0.7580372250423012,62.19799780291147,High,Stable / Resilient,9
Singapore,2005,50.9,96.0,96.0,2.1,3.9,13.3,4.486,1.501,37.2,2.9,14.9,0.003562945368171023,0.0031578947368421026,0.028177966101694915,0.0035048191262986605,0.0005196032120925835,0.2836676217765043,5.3765141720267255,Low,0.031641604010025054,0.9199999999999999,0.9375,0.5030814576634512,0.7676254935138183,63.196971103745895,High,Stable / Resilient,9
Singapore,2006,107.1,96.0,93.0,2.6,4.1,10.4,4.535,1.502,35.9,2.9,14.9,0.009501187648456057,0.0031578947368421026,0.022033898305084745,0.0037551633496057074,0.00021256495040151112,0.2836676217765043,5.372138846114907,Low,0.06685463659147868,0.9199999999999999,0.890625,0.509646302250804,0.7681895093062605,63.10630896297086,High,Stable / Resilient,9
Singapore,2007,174.8,96.0,95.0,2.1,3.4,7.6,4.719,1.56,35.0,2.9,14.9,0.003562945368171023,0.0031578947368421026,0.016101694915254237,0.002878958568031043,0.0,0.2836676217765043,5.156151922746712,Low,0.10927318295739348,0.9199999999999999,0.921875,0.5342979635584139,0.8009024252679076,65.7269714356743,High,Stable / Resilient,9
Singapore,2008,307.1,96.0,95.0,2.1,3.1,7.5,4.992,1.617,40.3,2.7,14.9,0.003562945368171023,0.0010526315789473675,0.015889830508474576,0.002503442233070472,0.0012517713745866781,0.2836676217765043,5.132137380662574,Low,0.19216791979949877,0.9199999999999999,0.921875,0.5708735262593784,0.8330513254371122,68.7593554299198,High,Stable / Resilient,9
Singapore,2009,488.8,97.0,95.0,2.2,3.4,0.0,5.396,1.676,39.4,2.8,14.9,0.0047505938242280304,0.0021052631578947316,0.0,0.002878958568031043,0.001039206424185167,0.2836676217765043,4.907360729180721,Low,0.30601503759398496,0.94,0.921875,0.625,0.8663282571912013,73.18436589570372,High,Stable / Resilient,9
Singapore,2010,355.7,97.0,95.0,2.0,3.7,2.6,5.777,1.736,39.9,2.9,14.9,0.0023752969121140152,0.0031578947368421026,0.005508474576271186,0.0032544749029916136,0.0011572980632971169,0.2836676217765043,4.985351016133672,Low,0.2226190476190476,0.94,0.921875,0.6760450160771705,0.9001692047377327,73.21416536867902,High,Stable / Resilient,9
Singapore,2011,360.2,96.0,95.0,2.0,2.9,8.0,5.194,1.747,41.0,2.9,14.9,0.0023752969121140152,0.0031578947368421026,0.01694915254237288,0.0022530980097634247,0.0014170996693434103,0.2836676217765043,5.163669394115669,Low,0.22543859649122805,0.9199999999999999,0.921875,0.5979367631296892,0.9063733784545968,71.43247476151029,High,Stable / Resilient,9
Singapore,2012,484.1,96.0,95.0,1.8,2.7,2.0,5.55,1.82,41.5,2.7,14.9,0.0,0.0010526315789473675,0.00423728813559322,0.002002753786456378,0.0015351913084553602,0.2836676217765043,4.87492477643261,Low,0.3030701754385965,0.9199999999999999,0.921875,0.6456323687031083,0.9475465313028766,74.76248150889163,High,Stable / Resilient,9
Singapore,2013,577.8,96.0,95.0,2.0,2.1,3.0,5.649,1.913,37.6,2.6,14.9,0.0023752969121140152,0.0,0.006355932203389831,0.0012517211165352362,0.0006140765233821448,0.2836676217765043,4.904410808865426,Low,0.3617794486215538,0.9199999999999999,0.921875,0.6588960342979636,1.0,77.25100965839033,High,Stable / Resilient,9
Singapore,2014,905.3,96.0,94.0,1.8,1.1,2.0,5.649,1.913,36.9,2.6,14.9,0.0,0.0,0.00423728813559322,0.0,0.00044874822862541255,0.2836676217765043,4.805894302345382,Low,0.5669799498746867,0.9199999999999999,0.90625,0.6588960342979636,1.0,81.04251968345301,High,Stable / Resilient,9
Thailand,2004,242.4,98.0,96.0,7.5,45.2,11.7,1.479,0.289,142.0,11.3,15.0,0.0676959619952494,0.09157894736842105,0.024788135593220337,0.05520090123920392,0.025271610769957487,0.28653295128939826,9.18447513759084,Medium,0.15162907268170428,0.96,0.9375,0.1002143622722401,0.08403835307388603,44.6676357605566,Medium,Moderate Priority,5
Thailand,2005,276.0,98.0,96.0,7.6,45.2,11.7,1.5075,0.2875,51.9,10.8,13.4,0.0688836104513064,0.0863157894736842,0.024788135593220337,0.05520090123920392,0.003991497401983939,0.24068767908309455,7.997793554041556,Medium,0.17268170426065163,0.96,0.9375,0.10403269024651664,0.08319232938522277,45.14813447784781,Medium,Moderate Priority,5
Thailand,2006,360.6,98.0,96.0,7.4,46.3,11.7,1.536,0.286,53.4,10.4,11.7,0.0665083135391924,0.08210526315789474,0.024788135593220337,0.05657779446739267,0.004345772319319791,0.19197707736389683,7.1050392740152795,Medium,0.22568922305764413,0.96,0.9375,0.10785101822079314,0.08234630569655947,46.267730939499934,Medium,Moderate Priority,5
Thailand,2007,407.5,98.0,96.0,7.2,49.1,12.2,1.524,0.295,53.8,10.0,10.4,0.06413301662707838,0.07789473684210525,0.025847457627118643,0.06008261359369133,0.004440245630609352,0.15472779369627507,6.452097733614632,Medium,0.2550751879699248,0.96,0.9375,0.10624330117899251,0.08742244782853918,46.92481873954913,Medium,Moderate Priority,5
Thailand,2008,614.8,98.0,96.0,7.3,45.7,11.3,1.586,0.317,54.3,9.9,9.7,0.06532066508313539,0.07684210526315789,0.023940677966101696,0.055826761797471536,0.004558337269721302,0.13467048710601717,6.019317241426749,Medium,0.3849624060150375,0.96,0.9375,0.11454983922829583,0.09983079526226733,49.936860810112016,Medium,Moderate Priority,5
Thailand,2009,648.9,99.0,98.0,7.1,36.6,10.8,1.65,0.34,63.1,9.8,9.5,0.06294536817102137,0.07578947368421053,0.02288135593220339,0.04443609963700088,0.006636750118091639,0.12893982808022922,5.6938145937126174,Medium,0.406328320802005,0.98,0.96875,0.12312433011789924,0.11280315848843768,51.82011618816683,Medium,Moderate Priority,5
Thailand,2010,583.7,99.0,98.0,7.0,40.3,10.2,2.08,0.394,63.7,9.8,9.3,0.06175771971496437,0.07578947368421053,0.021610169491525423,0.04906746776818125,0.006778460085025981,0.12320916905444126,5.63687432997248,Low,0.36547619047619045,0.98,0.96875,0.1807341907824223,0.14326001128031585,52.76440785077858,Medium,Stable but Needs Support,8
Thailand,2011,1009.4,99.0,98.0,6.6,33.0,8.9,2.08,0.394,66.9,9.0,8.9,0.05700712589073634,0.06736842105263158,0.01885593220338983,0.03992990361747403,0.007534246575342466,0.11174785100286536,5.040724672373994,Low,0.6322055137844611,0.98,0.96875,0.1807341907824223,0.14326001128031585,58.09899431694399,High,Stable / Resilient,9
Thailand,2012,1253.4,99.0,98.0,6.8,33.0,17.6,2.08,0.394,159.0,9.0,8.6,0.059382422802850346,0.06736842105263158,0.03728813559322034,0.03992990361747403,0.02928672649976382,0.10315186246418337,5.606791200502057,Low,0.7850877192982456,0.98,0.96875,0.1807341907824223,0.14326001128031585,61.156638427219676,High,Stable / Resilient,9
Thailand,2013,991.1,100.0,98.0,6.8,33.0,26.0,2.08,0.394,159.0,9.0,8.3,0.059382422802850346,0.06736842105263158,0.05508474576271186,0.03992990361747403,0.02928672649976382,0.09455587392550144,5.760134894348884,Medium,0.6207393483709273,1.0,0.96875,0.1807341907824223,0.14326001128031585,58.269671008673306,High,Controlled Risk,7
Thailand,2014,964.6,100.0,99.0,6.8,33.0,26.0,2.08,0.394,159.0,9.0,7.9,0.059382422802850346,0.06736842105263158,0.05508474576271186,0.03992990361747403,0.02928672649976382,0.0830945558739255,5.569112926822619,Low,0.6041353383458646,1.0,0.984375,0.1807341907824223,0.14326001128031585,58.25009080817206,High,Stable / Resilient,9
Viet Nam,2004,189.0,92.0,97.0,18.0,99.3,80.0,0.827,1.201,176.0,26.8,19.9,0.19239904988123516,0.25473684210526315,0.1694915254237288,0.12291901364376016,0.033301842229570146,0.42693409742120336,19.996372845079343,Medium,0.1181704260651629,0.8400000000000001,0.953125,0.012861736334405141,0.5984207557811619,50.4515583636146,Medium,Moderate Priority,5
Viet Nam,2005,274.5,92.0,95.0,17.8,99.3,80.0,0.827,1.201,116.0,24.1,19.0,0.19002375296912116,0.22631578947368422,0.1694915254237288,0.12291901364376016,0.019130845536136042,0.40114613180515757,18.817117647526462,Medium,0.17174185463659147,0.8400000000000001,0.921875,0.012861736334405141,0.5984207557811619,50.89798693504317,Medium,Moderate Priority,5
Viet Nam,2006,305.4,92.0,96.4,16.0,91.6,75.1,0.876,1.196,118.0,24.1,18.5,0.16864608076009502,0.22631578947368422,0.1591101694915254,0.11328076104643885,0.019603212092583845,0.3868194842406877,17.896258285083587,Medium,0.19110275689223055,0.8400000000000001,0.9437500000000001,0.01942658092175778,0.5956006768189509,51.797600292658785,Medium,Moderate Priority,5
Viet Nam,2007,299.3,92.0,82.8,13.0,70.9,75.0,0.946,1.208,117.0,22.5,17.8,0.1330166270783848,0.2094736842105263,0.15889830508474576,0.08737013393415947,0.019367028814359942,0.36676217765042984,16.248132612876766,Medium,0.18728070175438596,0.8400000000000001,0.73125,0.028804930332261516,0.6023688663282571,47.794089968298096,Medium,Moderate Priority,5
Viet Nam,2008,519.1,92.0,95.6,15.0,60.5,76.0,1.017,1.237,116.0,24.1,16.8,0.15676959619952494,0.22631578947368422,0.16101694915254236,0.07435223432219301,0.019130845536136042,0.33810888252148996,16.261571620092845,Medium,0.32499999999999996,0.8400000000000001,0.9312499999999999,0.03831725616291533,0.6187253243090807,55.06585160943992,Medium,Moderate Priority,5
Viet Nam,2009,916.9,96.0,97.0,16.0,60.9,69.0,0.968,1.124,114.0,23.8,15.6,0.16864608076009502,0.22315789473684214,0.1461864406779661,0.0748529227688071,0.01865847897968824,0.3037249283667621,15.587112438169342,Medium,0.5742481203007518,0.9199999999999999,0.953125,0.0317524115755627,0.5549915397631134,60.682341432788554,High,Controlled Risk,7
Viet Nam,2010,631.3,93.0,97.8,15.8,62.0,69.0,1.064,1.127,62.0,23.3,14.5,0.16627078384798102,0.21789473684210528,0.1461864406779661,0.07622981599699587,0.006376948512045347,0.2722063037249284,14.752750493367033,Medium,0.3953007518796992,0.8600000000000001,0.965625,0.04461414790996786,0.5566835871404399,56.444469738602145,Medium,Moderate Priority,5
Viet Nam,2011,648.2,95.0,96.5,15.5,51.6,62.333333333333336,1.13,1.152,323.0,23.2,13.6,0.16270783847981,0.2168421052631579,0.13206214689265539,0.06321191638502942,0.0680207841284837,0.2464183381088825,14.821052154300315,Medium,0.4058897243107769,0.9000000000000001,0.9453125,0.05345659163987136,0.5707839819514946,57.50885595804286,Medium,Moderate Priority,5
Viet Nam,2012,671.4,97.0,96.4,15.4,51.6,55.666666666666664,1.274,1.266,218.0,23.1,13.0,0.16152019002375298,0.21578947368421056,0.11793785310734463,0.06321191638502942,0.04322153991497402,0.22922636103151864,13.848455569113835,Medium,0.4204260651629072,0.94,0.9437500000000001,0.07274919614147911,0.6350817822899041,60.24014087188581,High,Controlled Risk,7
Viet Nam,2013,707.2,83.0,97.7,15.3,51.6,49.0,1.226,1.18,218.0,22.4,12.5,0.16033254156769597,0.20842105263157892,0.1038135593220339,0.06321191638502942,0.04322153991497402,0.2148997134670487,13.231672054806015,Medium,0.44285714285714284,0.6600000000000001,0.9640625,0.06631832797427652,0.5865764241398759,54.3962878994259,Medium,Moderate Priority,5
Viet Nam,2014,893.1,95.0,86.2,14.9,51.6,49.0,1.226,1.18,218.0,22.4,11.8,0.15558194774346795,0.20842105263157892,0.1038135593220339,0.06321191638502942,0.04322153991497402,0.19484240687679086,12.818207047897918,Medium,0.5593358395989975,0.9000000000000001,0.784375,0.06631832797427652,0.5865764241398759,57.93211183426299,High,Controlled Risk,7
